login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,label
zdplus,https://api.github.com/users/zdplus,https://github.com/zdplus,https://api.github.com/users/zdplus/repos,5,2,0,2,"{'ActionScript', 'Dockerfile', 'HTML', 'Ruby', 'JavaScript', 'Python', 'Go', 'Java'}",Bad
firestar,https://api.github.com/users/firestar,https://github.com/firestar,https://api.github.com/users/firestar/repos,25,8,1,8,"{'TypeScript', 'Shell', 'Dockerfile', 'HTML', 'JavaScript', 'Python', 'C#', 'Java'}",Bad
lleirborras,https://api.github.com/users/lleirborras,https://github.com/lleirborras,https://api.github.com/users/lleirborras/repos,19,20,4,20,"{'Ruby', 'CoffeeScript', 'JavaScript', 'VimL'}",Bad
ronPy,https://api.github.com/users/ronPy,https://github.com/ronPy,https://api.github.com/users/ronPy/repos,11,0,0,0,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'C++'}",Bad
rbo,https://api.github.com/users/rbo,https://github.com/rbo,https://api.github.com/users/rbo/repos,86,26,11,26,"{'Shell', 'Dockerfile', 'YAML', 'C', 'Python', 'Jupyter Notebook', 'Jinja', 'Go', 'Perl'}",Bad
nuriakman,https://api.github.com/users/nuriakman,https://github.com/nuriakman,https://api.github.com/users/nuriakman/repos,152,18,14,18,"{'JavaScript', 'CSS', 'TSQL', 'C++', 'PHP'}",Bad
pspZorba,https://api.github.com/users/pspZorba,https://github.com/pspZorba,https://api.github.com/users/pspZorba/repos,3,1,0,1,{'C'},Bad
jeffharrington,https://api.github.com/users/jeffharrington,https://github.com/jeffharrington,https://api.github.com/users/jeffharrington/repos,22,1,0,1,"{'TypeScript', 'Ruby', 'JavaScript', 'Scala', 'Python', 'Io'}",Bad
quanghd,https://api.github.com/users/quanghd,https://github.com/quanghd,https://api.github.com/users/quanghd/repos,5,2,0,2,{'JavaScript'},Bad
ken-guru,https://api.github.com/users/ken-guru,https://github.com/ken-guru,https://api.github.com/users/ken-guru/repos,34,6,0,6,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'C#', 'HTML'}",Bad
neilang,https://api.github.com/users/neilang,https://github.com/neilang,https://api.github.com/users/neilang/repos,50,338,75,338,"{'Ruby', 'JavaScript', 'C', 'Objective-C', 'C++', 'PHP'}",Excellent
zend13,https://api.github.com/users/zend13,https://github.com/zend13,https://api.github.com/users/zend13/repos,3,2,0,2,{'JavaScript'},Bad
Gliht,https://api.github.com/users/Gliht,https://github.com/Gliht,https://api.github.com/users/Gliht/repos,4,2,0,2,{'C++'},Bad
TonySkullz,https://api.github.com/users/TonySkullz,https://github.com/TonySkullz,https://api.github.com/users/TonySkullz/repos,3,1,0,1,{'JavaScript'},Bad
mikemintz,https://api.github.com/users/mikemintz,https://github.com/mikemintz,https://api.github.com/users/mikemintz/repos,64,1195,109,1195,"{'Shell', 'JavaScript', 'Scala', 'Python', 'CSS', 'Lua', 'C++', 'Java'}",Excellent
cypriss,https://api.github.com/users/cypriss,https://github.com/cypriss,https://api.github.com/users/cypriss/repos,107,1585,115,1585,"{'Ruby', 'JavaScript', 'Go'}",Excellent
fotonauts,https://api.github.com/users/fotonauts,https://github.com/fotonauts,https://api.github.com/users/fotonauts/repos,1,37,6,37,"{'Shell', 'Ruby', 'C', 'Objective-C', 'Python'}",Average
graydot,https://api.github.com/users/graydot,https://github.com/graydot,https://api.github.com/users/graydot/repos,9,9,0,9,"{'Ruby', 'JavaScript', 'Swift', 'Python', 'C++', 'Jupyter Notebook', 'VimL', 'Rust', 'Java'}",Bad
davels,https://api.github.com/users/davels,https://github.com/davels,https://api.github.com/users/davels/repos,3,0,0,0,"{'Python', 'Emacs Lisp'}",Bad
UG,https://api.github.com/users/UG,https://github.com/UG,https://api.github.com/users/UG/repos,19,8,1,8,"{'Dart', 'JavaScript'}",Bad
lubomir-brindza,https://api.github.com/users/lubomir-brindza,https://github.com/lubomir-brindza,https://api.github.com/users/lubomir-brindza/repos,10,78,4,78,{'Python'},Average
keeganlapp,https://api.github.com/users/keeganlapp,https://github.com/keeganlapp,https://api.github.com/users/keeganlapp/repos,4,2,1,2,{'Ruby'},Bad
erlendfh,https://api.github.com/users/erlendfh,https://github.com/erlendfh,https://api.github.com/users/erlendfh/repos,20,25,8,25,"{'Ruby', 'JavaScript', 'C', 'Scala', 'Objective-C', 'Groovy', 'Java'}",Bad
Yelp,https://api.github.com/users/Yelp,https://github.com/Yelp,https://api.github.com/users/Yelp/repos,315,7422,1588,7422,"{'TypeScript', 'Ruby', 'JavaScript', 'Objective-C', 'Python', 'Kotlin', 'Rust', 'Go'}",Excellent
Data007,https://api.github.com/users/Data007,https://github.com/Data007,https://api.github.com/users/Data007/repos,5,10,1,10,"{'Ruby', 'CoffeeScript', 'CSS'}",Bad
sgolberg,https://api.github.com/users/sgolberg,https://github.com/sgolberg,https://api.github.com/users/sgolberg/repos,4,0,0,0,set(),Bad
f4hy,https://api.github.com/users/f4hy,https://github.com/f4hy,https://api.github.com/users/f4hy/repos,16,6,0,6,"{'F#', 'Shell', 'TypeScript', 'C', 'Python', 'C++', 'Go', 'Perl', 'Emacs Lisp'}",Bad
tomshaw,https://api.github.com/users/tomshaw,https://github.com/tomshaw,https://api.github.com/users/tomshaw/repos,57,109,13,109,"{'Rust', 'TypeScript', 'JavaScript', 'CSS', 'Python', 'Vue', 'PHP', 'Go', 'HTML'}",Average
jameslawsonABI,https://api.github.com/users/jameslawsonABI,https://github.com/jameslawsonABI,https://api.github.com/users/jameslawsonABI/repos,4,6,1,6,set(),Bad
Dav1dSl0an,https://api.github.com/users/Dav1dSl0an,https://github.com/Dav1dSl0an,https://api.github.com/users/Dav1dSl0an/repos,3,0,0,0,"{'JavaScript', 'TypeScript'}",Bad
randanderson,https://api.github.com/users/randanderson,https://github.com/randanderson,https://api.github.com/users/randanderson/repos,10,0,0,0,"{'Ruby', 'JavaScript', 'HTML'}",Bad
arnodirlam,https://api.github.com/users/arnodirlam,https://github.com/arnodirlam,https://api.github.com/users/arnodirlam/repos,16,4,2,4,"{'Shell', 'Elixir', 'Dockerfile', 'Ruby', 'JavaScript', 'Makefile', 'HTML'}",Bad
noodl,https://api.github.com/users/noodl,https://github.com/noodl,https://api.github.com/users/noodl/repos,8,1,1,1,"{'Ruby', 'C'}",Bad
peterbe,https://api.github.com/users/peterbe,https://github.com/peterbe,https://api.github.com/users/peterbe/repos,1251,327,23,327,"{'Python', 'JavaScript', 'TypeScript', 'HTML'}",Excellent
shwoodard,https://api.github.com/users/shwoodard,https://github.com/shwoodard,https://api.github.com/users/shwoodard/repos,66,37,3,37,"{'Ruby', 'JavaScript', 'CSS', 'Go', 'Java'}",Average
floatingman,https://api.github.com/users/floatingman,https://github.com/floatingman,https://api.github.com/users/floatingman/repos,28,10,0,10,"{'GLSL', 'Shell', 'TypeScript', 'Ruby', 'Java', 'AutoHotkey', 'JavaScript', 'Python', 'CSS', 'Jinja', 'Emacs Lisp'}",Bad
jasoo24,https://api.github.com/users/jasoo24,https://github.com/jasoo24,https://api.github.com/users/jasoo24/repos,13,1,0,1,"{'Ruby', 'JavaScript'}",Bad
ranu,https://api.github.com/users/ranu,https://github.com/ranu,https://api.github.com/users/ranu/repos,4,2,0,2,{'JavaScript'},Bad
bmnick,https://api.github.com/users/bmnick,https://github.com/bmnick,https://api.github.com/users/bmnick/repos,25,20,1,20,"{'Shell', 'Ruby', 'JavaScript', 'Emacs Lisp', 'Objective-C', 'Python', 'C++', 'VimL', 'Io'}",Bad
jesseadams,https://api.github.com/users/jesseadams,https://github.com/jesseadams,https://api.github.com/users/jesseadams/repos,55,10,1,10,"{'Shell', 'TypeScript', 'Ruby', 'JavaScript', 'Python', 'Lua', 'Groovy', 'VimL', 'Go', 'Perl', 'HTML'}",Bad
aljosa,https://api.github.com/users/aljosa,https://github.com/aljosa,https://api.github.com/users/aljosa/repos,68,4,2,4,"{'Python', 'JavaScript'}",Bad
fassko,https://api.github.com/users/fassko,https://github.com/fassko,https://api.github.com/users/fassko/repos,178,31,9,31,"{'TypeScript', 'JavaScript', 'Swift', 'Objective-C', 'CSS', 'Java'}",Average
pimlott,https://api.github.com/users/pimlott,https://github.com/pimlott,https://api.github.com/users/pimlott/repos,5,37,8,37,"{'Haskell', 'Perl', 'Java'}",Average
jolts,https://api.github.com/users/jolts,https://github.com/jolts,https://api.github.com/users/jolts/repos,5,13,1,13,"{'Ruby', 'JavaScript', 'C++'}",Bad
stocktwits,https://api.github.com/users/stocktwits,https://github.com/stocktwits,https://api.github.com/users/stocktwits/repos,8,33,16,33,"{'TypeScript', 'Ruby', 'JavaScript', 'Swift', 'Objective-C', 'Python', 'HTML'}",Average
Raffi,https://api.github.com/users/Raffi,https://github.com/Raffi,https://api.github.com/users/Raffi/repos,4,1,0,1,"{'JavaScript', 'C++', 'C', 'Emacs Lisp'}",Bad
MattCairns,https://api.github.com/users/MattCairns,https://github.com/MattCairns,https://api.github.com/users/MattCairns/repos,16,17,0,17,"{'Shell', 'HTML', 'Python', 'CSS', 'C++', 'Nix', 'Rust', 'Go', 'Java'}",Bad
sevagf,https://api.github.com/users/sevagf,https://github.com/sevagf,https://api.github.com/users/sevagf/repos,17,3,2,3,"{'Ruby', 'JavaScript', 'C++'}",Bad
josedelcorral,https://api.github.com/users/josedelcorral,https://github.com/josedelcorral,https://api.github.com/users/josedelcorral/repos,17,9,4,9,"{'ActionScript', 'TypeScript', 'Ruby', 'JavaScript', 'C', 'CSS'}",Bad
wawan77,https://api.github.com/users/wawan77,https://github.com/wawan77,https://api.github.com/users/wawan77/repos,3,0,0,0,set(),Bad
Kaali,https://api.github.com/users/Kaali,https://github.com/Kaali,https://api.github.com/users/Kaali/repos,24,69,13,69,"{'Dart', 'Ruby', 'Java', 'JavaScript', 'C', 'Swift', 'Clojure', 'Python', 'C++', 'Nix', 'Perl', 'Emacs Lisp'}",Average
mikeoz,https://api.github.com/users/mikeoz,https://github.com/mikeoz,https://api.github.com/users/mikeoz/repos,3,0,0,0,"{'JavaScript', 'Jupyter Notebook', 'HTML'}",Bad
unscene,https://api.github.com/users/unscene,https://github.com/unscene,https://api.github.com/users/unscene/repos,22,68,13,68,"{'Ruby', 'JavaScript', 'C', 'C#', 'Lua'}",Average
deepreds,https://api.github.com/users/deepreds,https://github.com/deepreds,https://api.github.com/users/deepreds/repos,4,2,0,2,"{'Python', 'Jupyter Notebook'}",Bad
manudevelopia,https://api.github.com/users/manudevelopia,https://github.com/manudevelopia,https://api.github.com/users/manudevelopia/repos,33,2,4,2,"{'Shell', 'Ruby', 'Java', 'JavaScript', 'Python', 'Go', 'Groovy', 'HTML'}",Bad
jnoller,https://api.github.com/users/jnoller,https://github.com/jnoller,https://api.github.com/users/jnoller/repos,420,3,0,3,"{'C++', 'TypeScript'}",Bad
mhrivnak,https://api.github.com/users/mhrivnak,https://github.com/mhrivnak,https://api.github.com/users/mhrivnak/repos,71,1,4,1,"{'Shell', 'Dockerfile', 'Python', 'Makefile', 'Jinja', 'Go', 'HTML'}",Bad
phillycocoa,https://api.github.com/users/phillycocoa,https://github.com/phillycocoa,https://api.github.com/users/phillycocoa/repos,1,16,4,16,"{'JavaScript', 'Objective-C', 'HTML'}",Bad
CarmenDelessio,https://api.github.com/users/CarmenDelessio,https://github.com/CarmenDelessio,https://api.github.com/users/CarmenDelessio/repos,67,22,7,22,{'Java'},Bad
rafunchik,https://api.github.com/users/rafunchik,https://github.com/rafunchik,https://api.github.com/users/rafunchik/repos,3,1,0,1,"{'Java', 'Scala', 'Python', 'CSS', 'C++', 'Jupyter Notebook', 'Groovy', 'HTML'}",Bad
kristjan,https://api.github.com/users/kristjan,https://github.com/kristjan,https://api.github.com/users/kristjan/repos,92,57,9,57,"{'Erlang', 'Ruby', 'JavaScript', 'C', 'Objective-C', 'Vim Script', 'VimL', 'Processing'}",Average
enormego,https://api.github.com/users/enormego,https://github.com/enormego,https://api.github.com/users/enormego/repos,5,9334,2026,9334,"{'PHP', 'C', 'Objective-C'}",Average
proteamotto,https://api.github.com/users/proteamotto,https://github.com/proteamotto,https://api.github.com/users/proteamotto/repos,3,0,0,0,{'Java'},Bad
mingerso,https://api.github.com/users/mingerso,https://github.com/mingerso,https://api.github.com/users/mingerso/repos,4,2,0,2,set(),Bad
skieast,https://api.github.com/users/skieast,https://github.com/skieast,https://api.github.com/users/skieast/repos,13,0,1,0,"{'HTML', 'C', 'C#', 'C++', 'Java'}",Bad
zachstronaut,https://api.github.com/users/zachstronaut,https://github.com/zachstronaut,https://api.github.com/users/zachstronaut/repos,155,697,306,697,"{'CSS', 'JavaScript', 'Vim script'}",Good
ocasta,https://api.github.com/users/ocasta,https://github.com/ocasta,https://api.github.com/users/ocasta/repos,9,18,4,18,"{'Python', 'JavaScript'}",Bad
menozero,https://api.github.com/users/menozero,https://github.com/menozero,https://api.github.com/users/menozero/repos,12,6,1,6,"{'CSS', 'SCSS', 'Perl', 'HTML'}",Bad
gnarargs,https://api.github.com/users/gnarargs,https://github.com/gnarargs,https://api.github.com/users/gnarargs/repos,29,1,0,1,"{'TypeScript', 'JavaScript', 'Shell'}",Bad
ayqazi,https://api.github.com/users/ayqazi,https://github.com/ayqazi,https://api.github.com/users/ayqazi/repos,8,2,1,2,"{'HCL', 'Shell', 'Ruby', 'Python', 'Jupyter Notebook', 'Go', 'Emacs Lisp'}",Bad
pt209223,https://api.github.com/users/pt209223,https://github.com/pt209223,https://api.github.com/users/pt209223/repos,3,10,1,10,"{'C++', 'Java'}",Bad
equake,https://api.github.com/users/equake,https://github.com/equake,https://api.github.com/users/equake/repos,28,11,2,11,"{'Nimrod', 'HTML', 'Arduino', 'Java', 'JavaScript', 'C', 'Python', 'C++', 'OpenSCAD'}",Bad
scip,https://api.github.com/users/scip,https://github.com/scip,https://api.github.com/users/scip/repos,3,1,0,1,{'HTML'},Bad
ccbcreg,https://api.github.com/users/ccbcreg,https://github.com/ccbcreg,https://api.github.com/users/ccbcreg/repos,9,9,0,9,"{'Ruby', 'JavaScript', 'C', 'CSS', 'C++', 'Perl'}",Bad
nprabhu,https://api.github.com/users/nprabhu,https://github.com/nprabhu,https://api.github.com/users/nprabhu/repos,4,0,0,0,{'Ruby'},Bad
pr1001,https://api.github.com/users/pr1001,https://github.com/pr1001,https://api.github.com/users/pr1001/repos,58,70,22,70,"{'Shell', 'Ruby', 'JavaScript', 'Scala', 'Objective-C', 'Python', 'PHP'}",Excellent
sdegambe,https://api.github.com/users/sdegambe,https://github.com/sdegambe,https://api.github.com/users/sdegambe/repos,7,1,0,1,"{'Shell', 'C#', 'C++', 'XML', 'HTML'}",Bad
matzie,https://api.github.com/users/matzie,https://github.com/matzie,https://api.github.com/users/matzie/repos,4,2,3,2,"{'Ruby', 'C'}",Bad
knoxy9000,https://api.github.com/users/knoxy9000,https://github.com/knoxy9000,https://api.github.com/users/knoxy9000/repos,8,0,15,0,"{'CSS', 'Go', 'HTML'}",Bad
csabahenk,https://api.github.com/users/csabahenk,https://github.com/csabahenk,https://api.github.com/users/csabahenk/repos,32,44,15,44,"{'Shell', 'Ruby', 'JavaScript', 'C', 'Python', 'Rust', 'Go', 'HTML'}",Average
tkaschwig,https://api.github.com/users/tkaschwig,https://github.com/tkaschwig,https://api.github.com/users/tkaschwig/repos,64,3,1,3,"{'Ruby', 'HTML'}",Bad
edgurgel,https://api.github.com/users/edgurgel,https://github.com/edgurgel,https://api.github.com/users/edgurgel/repos,342,5527,866,5527,"{'Elixir', 'JavaScript', 'C', 'Objective-C', 'CSS', 'Lua', 'C++', 'VimL', 'Erlang'}",Excellent
kinggordo,https://api.github.com/users/kinggordo,https://github.com/kinggordo,https://api.github.com/users/kinggordo/repos,4,0,0,0,{'Ruby'},Bad
jmcdonald,https://api.github.com/users/jmcdonald,https://github.com/jmcdonald,https://api.github.com/users/jmcdonald/repos,3,0,0,0,"{'JavaScript', 'C++', 'C'}",Bad
voldmar,https://api.github.com/users/voldmar,https://github.com/voldmar,https://api.github.com/users/voldmar/repos,53,35,5,35,"{'Shell', 'Ruby', 'JavaScript', 'Clojure', 'CSS', 'Python', 'VimL', 'HTML'}",Average
stormogulen,https://api.github.com/users/stormogulen,https://github.com/stormogulen,https://api.github.com/users/stormogulen/repos,13,6,2,6,"{'C', 'CSS', 'C++', 'Erlang', 'Rust', 'Emacs Lisp'}",Bad
nutheory,https://api.github.com/users/nutheory,https://github.com/nutheory,https://api.github.com/users/nutheory/repos,9,0,0,0,"{'TypeScript', 'Elixir', 'Ruby', 'JavaScript', 'CSS', 'Python', 'Makefile', 'Erlang', 'PHP'}",Bad
ckemmler,https://api.github.com/users/ckemmler,https://github.com/ckemmler,https://api.github.com/users/ckemmler/repos,24,1,0,1,"{'JavaScript', 'Java'}",Bad
kriskowal,https://api.github.com/users/kriskowal,https://github.com/kriskowal,https://api.github.com/users/kriskowal/repos,2162,817,75,817,"{'JavaScript', 'Vim script', 'Python', 'Go', 'HTML'}",Excellent
peuster,https://api.github.com/users/peuster,https://github.com/peuster,https://api.github.com/users/peuster/repos,3,0,0,0,{'Vim script'},Bad
jasonjohnson,https://api.github.com/users/jasonjohnson,https://github.com/jasonjohnson,https://api.github.com/users/jasonjohnson/repos,21,42,10,42,"{'Python', 'VimL', 'Erlang', 'PHP', 'Go'}",Average
kairichard,https://api.github.com/users/kairichard,https://github.com/kairichard,https://api.github.com/users/kairichard/repos,46,1022,130,1022,"{'TypeScript', 'Shell', 'Ruby', 'Java', 'JavaScript', 'C', 'Vim Script', 'Python', 'SCSS', 'Makefile', 'Gherkin', 'PHP', 'HTML'}",Excellent
mr-zyf,https://api.github.com/users/mr-zyf,https://github.com/mr-zyf,https://api.github.com/users/mr-zyf/repos,2,0,0,0,set(),Bad
prasincs,https://api.github.com/users/prasincs,https://github.com/prasincs,https://api.github.com/users/prasincs/repos,73,4,2,4,"{'Ruby', 'JavaScript', 'Clojure', 'Python', 'Rust', 'Go', 'Perl'}",Bad
Jorgedbasto,https://api.github.com/users/Jorgedbasto,https://github.com/Jorgedbasto,https://api.github.com/users/Jorgedbasto/repos,3,2,0,2,{'Ruby'},Bad
rbaldwin,https://api.github.com/users/rbaldwin,https://github.com/rbaldwin,https://api.github.com/users/rbaldwin/repos,5,1,1,1,{'JavaScript'},Bad
nergal,https://api.github.com/users/nergal,https://github.com/nergal,https://api.github.com/users/nergal/repos,35,127,29,127,"{'JavaScript', 'C', 'Python', 'Makefile', 'PHP', 'Java'}",Excellent
namwob,https://api.github.com/users/namwob,https://github.com/namwob,https://api.github.com/users/namwob/repos,3,0,0,0,{'Ruby'},Bad
suhara,https://api.github.com/users/suhara,https://github.com/suhara,https://api.github.com/users/suhara/repos,35,125,12,125,"{'JavaScript', 'C', 'Python', 'C++', 'Jupyter Notebook', 'Emacs Lisp'}",Average
mhybsier,https://api.github.com/users/mhybsier,https://github.com/mhybsier,https://api.github.com/users/mhybsier/repos,6,7,3,7,{'Ruby'},Bad
eluns,https://api.github.com/users/eluns,https://github.com/eluns,https://api.github.com/users/eluns/repos,8,6,0,6,"{'Ruby', 'JavaScript', 'Jupyter Notebook', 'Java'}",Bad
